Date,Message,Image Link,Likes,Comments,Shares,Link Clicks,Engagements,Reach,Organic Reach,Impressions
2023-05-26,"Discover the unique, explore the hard-to-find, and uncover the unexpected at Tales of the Cocktail 2023's exclusive tasting seminars!✨ This year, we're featuring 4️⃣:

🥃 The Future of Whiskey
🍸 A Rare Flight to Cognac
🍹 It's All Agave
🍷 Think You Know World Vermouth?

Learn more about each exclusive tasting seminar and purchase your tickets here: https://bit.ly/3LFYYVv

#TalesoftheCocktail2023 #totc2023 #totc",https://scontent-fra5-2.xx.fbcdn.net/v/t39.30808-6/349073331_755651472976794_1166617174739652959_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=127cfc&_nc_ohc=EYKKirQVotQQ7kNvgF2634T&_nc_ht=scontent-fra5-2.xx&edm=AKIiGfEEAAAA&_nc_gid=AYorFXMorZArj_DMyZibb1x&oh=00_AYBkFno92OuLBkB5e1KonZKpOBJXyuBOc3-jnAyQbl_CqA&oe=66F65828,0,1,0,15,2,895,1155,1237
2023-05-27,"Release the power of 🦑 The Kraken 🦑 by enjoying this recipe from Anthony Medina (IG: @anthonymixology) at DOYA Restaurant! ⬇️

🍸 Old Tom Gin
🍷 Vermouth Rosso
🍒 Maraschino Liqueur
🍸Black Ink

TOTCF aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels here: https://forms.gle/PjDunJWdgnEt7QnS9

#totcf",https://scontent-fra5-1.xx.fbcdn.net/v/t39.30808-6/350041873_791707432264182_134376057105705933_n.jpg?stp=dst-jpg_p720x720&_nc_cat=102&ccb=1-7&_nc_sid=127cfc&_nc_ohc=LJF84hRDdJ0Q7kNvgHnJQee&_nc_ht=scontent-fra5-1.xx&edm=AKIiGfEEAAAA&_nc_gid=AYorFXMorZArj_DMyZibb1x&oh=00_AYB8z70NjBhSbAgUnS0Xk9ES-Gr8gLJBv7I9AYdzhEatSw&oe=66F67F65,9,1,1,2,11,2563,3319,3399
2023-05-28,"We're teaming up with Singapore Tourism Board to showcase 4️⃣ Singapore bars at Tales of the Cocktail 2023!🍹 Get ready to explore the culture, trade and history of Singapore’s Little India with The Elephant Room Singapore!🥂
 
Elephant Room takes an often under-documented culture and spreads it to the world with ingredients freshly sourced from Tekka Market and spirits sourced from India. Each of its bar team shares the responsibility of operating; not only creating recipes for both bar and cuisine but also working between the floor, kitchen, and bar!

Learn more about Elephant Room and its presence at TOTC here: https://bit.ly/3Y3eQam

#SingaporexTales #visitsingapore #totc2023 #TalesoftheCocktail2023 #totc #totcf 

Singapore Tourism Board | Visit Singapore | The Elephant Room Singapore | Libbey Pro | Woodford Reserve | Campari | Johnnie Walker | Pernod Ricard",https://scontent-fra3-1.xx.fbcdn.net/v/t15.5256-10/337998374_1203100387073800_5774740340522242254_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=7965db&_nc_ohc=Bpp8sVAirBYQ7kNvgFMsBzC&_nc_ht=scontent-fra3-1.xx&edm=AKIiGfEEAAAA&_nc_gid=AYorFXMorZArj_DMyZibb1x&oh=00_AYCfDxgbHIhl4yMNpgF5_UcHmHJGfRWE940cL5iuXbT6MA&oe=66F657D0,5,0,3,7,5,531,1161,1282
2023-05-29,"Ready to get your steps in?🚶‍♂️ Wayne Curtis + TOTC 2023 are proud to present a reimagined New Orleans Cocktail Tour!🔮✨

We're offering attendees a series of 5️⃣ educational walking tours to provide a wealth of knowledge and keen insight into the city’s history and cocktail scene. Wayne (Co-Founder of New Orleans Spirits Competition, Author of And a Bottle of Rum: A History of the New World in Ten Cocktails and frequent spirits contributor for The Atlantic, Imbibe Magazine, Punch, The Daily Beast, and Garden & Gun) has curated a series of tours, including: 

🚶‍♀️ Hunting Down the Sazerac
🍹 Absinthe Tour
🚶‍♀️ Bourbon Street and How It Got That Way
🍹 Brandy, Bourbon, Bitters, Ice
🚶‍♀️ The Big Gay Bar Tour
🍹 How the Drive-Thru Daiquiri Happened

Learn more about the New Orleans Cocktail Tours at TOTC and purchase your tickets here: https://bit.ly/3LFYYVv

#TalesoftheCocktail2023 #totc2023 #totc",https://scontent-fra3-1.xx.fbcdn.net/v/t39.30808-6/349931006_215613441329339_7354611184198538236_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=127cfc&_nc_ohc=L0hu5RIuYX8Q7kNvgGentZn&_nc_ht=scontent-fra3-1.xx&edm=AKIiGfEEAAAA&_nc_gid=AYorFXMorZArj_DMyZibb1x&oh=00_AYB0VvtPCshs6TuQhhmS_528rpx-fDxSs0vtTT9N4iA1eg&oe=66F675CF,3,1,0,3,3,972,1279,1345
2023-05-30,"We need no encourage-mint to enjoy this 🌿Mint Julep 🌿 recipe from Caskers (IG: @caskers) on #NationalMintJulepDay! 😉⬇️

🥃 2 oz Bourbon
 🥃 .5 oz Simple Syrup
🌿 2 Handfuls of Fresh Mint
🌿 Mint Sprig for Garnish

TOTCF aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels here: https://forms.gle/PjDunJWdgnEt7QnS9

#totcf",https://scontent-fra3-1.xx.fbcdn.net/v/t39.30808-6/349980946_1023630069018530_4082205142499391850_n.jpg?stp=dst-jpg_p720x720&_nc_cat=105&ccb=1-7&_nc_sid=127cfc&_nc_ohc=dc6iHQyBweYQ7kNvgEPIEUN&_nc_ht=scontent-fra3-1.xx&edm=AKIiGfEEAAAA&_nc_gid=AYorFXMorZArj_DMyZibb1x&oh=00_AYBRtSZ9ULdG0DiuqAKr12ZisfxuF4AsstcUANsUqqeQNg&oe=66F6599E,6,2,0,0,7,2267,2730,2798
2023-05-31,"A great party for an even greater cause — The 12th Annual Pig & Punch is back at Tales of the Cocktail 2023!🎉🍹

Pig & Punch, presented by The Bon Vivants, is a one-of-a-kind charity event that'll close out TOTC with a bang. Featuring food from five Hogs for the Cause chefs, plus plenty of punches + highballs, Pig & Punch supports several great causes, including New Orleans KIPP Charter Schools, The Bon Vivants Scholarship, Hogs for the Cause, and the Tales of the Cocktail Foundation.

Over the years, this event has raised an impressive $665,189.28 and contributed 10,562 volunteer hours in charter schools across the country. This year, we're aiming to make an even bigger impact. Purchase your tickets here: https://bit.ly/3LFYYVv

#TalesoftheCocktail2023 #totc2023 #totc",https://scontent-fra3-1.xx.fbcdn.net/v/t39.30808-6/350128880_626101602777478_2064832996876287522_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=127cfc&_nc_ohc=Sq4AT78Pe9QQ7kNvgHaiNPm&_nc_ht=scontent-fra3-1.xx&edm=AKIiGfEEAAAA&_nc_gid=AYorFXMorZArj_DMyZibb1x&oh=00_AYBMUkcisrRDBObbzMcirRfdPh9fMc1EG2wabKnIk-sZ3w&oe=66F663E2,3,0,2,14,4,464,825,874
2023-06-01,"Join TOTCF, Brown-Forman Brands and Saint Bernard Project (SBP) in rebuilding New Orleans homes post Hurricane Ida at Tales of the Cocktail 2023!✨

Tales of the Cocktail 2023 continues the tradition of giving back to our local community by inviting partners, attendees and media to join in a volunteer day with the Saint Bernard Project. In light of the hurricane's impact on New Orleans, TOTC2023 attendees will partake in our Day of Service on July 23. We'll work on rebuilding for low- to moderate-income homeowners, placing a special focus on families with small children, the elderly, disabled persons, war veterans, and the under and uninsured.⁠ 

Register for the Tales of the Cocktail 2023 Day of Service here: https://bit.ly/43glUmE

#totc2023 #totc #TalesoftheCocktail2023 #totcf",https://scontent-fra3-1.xx.fbcdn.net/v/t39.30808-6/350121985_1494745594666964_496409617510331796_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=127cfc&_nc_ohc=n3JLhSvKdkUQ7kNvgEZa9tN&_nc_ht=scontent-fra3-1.xx&edm=AKIiGfEEAAAA&_nc_gid=AYorFXMorZArj_DMyZibb1x&oh=00_AYCOKOCX5Fw0gndOr38cUeyWcQTTo-vytIDPSydLzqRu5g&oe=66F67E3C,4,0,1,8,4,480,901,972
2023-06-01,"🔶The 17th Annual Spirited Awards Top 10 Nominees are here!🔶

The 2023 Spirited Awards celebrate global excellence in the drinks industry and recognizes professionals, organizations, and establishments shaping the cocktail community. The Top 10 Nominees award categories include: 

🔸U.S. Bartender of the Year presented by Pernod Ricard USA 
🔸International Bartender of the Year presented by The Busker 
🔸Best U.S. Bar Mentor presented by BarSmarts 
🔸Best International Bar Mentor presented by Tales of the Cocktail 
🔸Best U.S. Brand Ambassador presented by Libbey Pro
🔸Best International Brand Ambassador presented by Tales of the Cocktail
🔸Best U.S. Bar Team presented by William Grant & Sons Inc
🔸Best International Bar Team presented by angosturahouse
🔸Best U.S. Cocktail Bar presented by Absolutus
🔸Best International Cocktail Bar presented by Patron Tequila
🔸Best U.S. Hotel Bar presented by GreyGoose
🔸Best International Hotel Bar presented by Perrier
🔸Best U.S. Restaurant Bar presented by amaromontenegro_ww & Select Aperitivo
🔸Best International Restaurant Bar presented by Tales of the Cocktail
🔸Best New U.S. Cocktail Bar presented by Diageo Bar Academy 
🔸Best New International Cocktail Bar presented by Diageo Bar Academy 
🔸World’s Best Cocktail Menu presented by Diageo Bar Academy 
🔸World’s Best Spirits Selection presented by Tales of the Cocktail
🔸Best New Spirit or Cocktail Ingredient presented by Lyre's Spirit Co 
🔸Best Cocktail & Spirits Writing presented by Tales of the Cocktail
🔸Best Cocktail & Spirits Publication presented by Tales of the Cocktail
🔸Best Broadcast, Podcast, or Online Video Series presented by Tales of the Cocktail 
🔸Best New Cocktail or Bartending Book presented by Tales of the Cocktail
🔸Best New Book on Drinks Culture, History, or Spirits presented by Tales Of The Cocktail

Find the full list of nominees here: https://bit.ly/43vKhN8

Find all acknowledged establishments from current and previous years using the Spirited Awards Directory here: https://bit.ly/3t9QUoZ

Special thanks to Forbes, our 2023 Spirited Awards Official Media Partner.

#2023SpiritedAwards #SA2023 #SpiritedAwards #2023SATop10 #totc2023 #totc #TalesoftheCocktail2023 #totcf",https://scontent-fra3-1.xx.fbcdn.net/v/t39.30808-6/349799537_289259640122708_6168851350255232964_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=127cfc&_nc_ohc=AAAxq0JoqqgQ7kNvgGFO44a&_nc_ht=scontent-fra3-1.xx&edm=AKIiGfEEAAAA&_nc_gid=AYorFXMorZArj_DMyZibb1x&oh=00_AYAjmbfcwHiYrX1WssaJsmc2S95QkBgAInrspG0PGj1NhQ&oe=66F6707F,6,0,1,30,7,317,846,967
2023-06-04,"Celebrate #NationalCognacDay with a recipe that is as stylish as it is delicious: 🫐 the Blackberry Beret 🫐 cocktail from Jes – The Sauceress (IG: @the.sauceress)! ⬇️

🥃 1.5 oz Cognac (@villonfrance)
🍾 3 oz Brut Cava (or legit Champagne if you're fancy!)
🍋 .5 oz Lemon Juice
🫐 5 Blackberries

✨ In a mixing glass, muddle blackberries with lemon juice. Really smash them up! Add cognac and some ice. Stir until chilled. Fine strain into a coupe glass. Top off with chilled Cava.

TOTCF aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels here: https://forms.gle/PjDunJWdgnEt7QnS9

#totcf",https://scontent-fra5-1.xx.fbcdn.net/v/t39.30808-6/350249650_257327510207575_1405081735620657411_n.jpg?stp=dst-jpg_s720x720&_nc_cat=110&ccb=1-7&_nc_sid=127cfc&_nc_ohc=LUZyR851WOkQ7kNvgG9YjBG&_nc_ht=scontent-fra5-1.xx&edm=AKIiGfEEAAAA&_nc_gid=AYorFXMorZArj_DMyZibb1x&oh=00_AYA9joIheubbLJU4CuHJnMNeFBO8SQH7rChg4ves9mRvLw&oe=66F662A7,19,0,1,0,19,2246,2780,2889
2023-06-06,"Our TOTC showrunners are here — Say hello to the White Coat CAP Class of 2023!🎓👋

Our longest returning Cocktail Apprentice Program members, the CAP White Coats, are responsible for managing and directing the entire Cocktail Apprentice Program during this year’s celebration of Tales of the Cocktail, July 23-28, and are involved in the selection and performance of the Red, Grey & Black Coats. 

Meet the #CAP2023 White Coat Class and learn more about the Cocktail Apprentice Program here: https://bit.ly/3BIoztG

#totc2023 #totc #TalesoftheCocktail2023 #totcf #CAPWhiteCoat2023",https://scontent-fra5-2.xx.fbcdn.net/v/t39.30808-6/351995343_979410696811944_2954871782975148576_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=127cfc&_nc_ohc=ByQaB8aKxBYQ7kNvgFmxvwy&_nc_ht=scontent-fra5-2.xx&edm=AKIiGfEEAAAA&_nc_gid=AYorFXMorZArj_DMyZibb1x&oh=00_AYBpg4kepukcDOTlV0RasiQOW7Nv4A2pp1WVxGOEftEpSw&oe=66F68564,7,0,0,3,8,1852,2282,2406
2023-06-06,"The upperclassmen have arrived — Introducing the Black Coat CAP Class of 2023!🎓🎉

Acting as “Assistant Managers,” The Cocktail Apprentice Program Black Coats will support Tales of the Cocktail 2023 with their detail-oriented minds to manage and communicate with the #CAP2023 Grey Coat Class. CAP Black Coats will monitor and lead the Cocktail Apprentice Red and Grey Coats to ensure the success of this year’s celebration of Tales of the Cocktail taking place, July 23-28, in New Orleans.

Meet the #CAP2023 Black Coat Class and learn more about the Cocktail Apprentice Program here:https://bit.ly/3BIoztG

#totc2023 #totc #TalesoftheCocktail2023 #totcf #CAPBlackCoat2023",https://scontent-fra5-1.xx.fbcdn.net/v/t39.30808-6/351112732_1478557252987745_6720601668717819740_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=127cfc&_nc_ohc=0S6CBwOh37wQ7kNvgHc6_vn&_nc_ht=scontent-fra5-1.xx&edm=AKIiGfEEAAAA&_nc_gid=AYorFXMorZArj_DMyZibb1x&oh=00_AYB7IJAAcBfM5QbtKE275KVVsgcVHofox6OsliXQzU1_BQ&oe=66F65BAD,12,0,0,3,16,2542,2954,3109
2023-06-07,"At Tales of the Cocktail 2023, we're honoring those working for accessibility + intersectionality of the drinks industry — Join us in celebrating these individuals at the all-new Catalyst Luncheon!🥂

This year, we are excited to welcome more members to this group of individuals that highlight marginalized groups within the industry and shine a spotlight on leaders actively making changes in their communities. Join us July 28th at the Catalyst Luncheon by purchasing tickets here: https://bit.ly/3P3pVqG

#2023TalesCatalysts #TalesCatalysts #totc2023 #totc #TalesoftheCocktail2023 #totcf",https://scontent-fra3-1.xx.fbcdn.net/v/t15.5256-10/343959221_1319615445648634_3317132407794325014_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=c3bc4c&_nc_ohc=cKTYOthwWvkQ7kNvgHTgtGJ&_nc_ht=scontent-fra3-1.xx&edm=AKIiGfEEAAAA&_nc_gid=AYorFXMorZArj_DMyZibb1x&oh=00_AYB1WcvOdISkrCg_3sVu-dBikUk_0viFOiRdJR0mrdySMQ&oe=66F65288,2,0,0,0,2,390,826,888
2023-06-10,"You're going to need more shelf space after this.😉 Discover your next favorite distiller, blender, or maker among countless brands all in 1️⃣ place at Tales of the Cocktail 2023's Meet the Distillers!🤯

Open to trade + consumers, this Friday event closes TOTC2023’s host hotel events by taking over the entire meeting room space on the first floor of the Ritz-Carlton, New Orleans. Expect tastings, education, and an opportunity to interact with their favorite products and new brands yet to be discovered!🔮

Learn more about Meet the Distillers and purchase your tickets here: https://bit.ly/3LFYYVv

#totc2023 #totc #TalesoftheCocktail2023 #totcf",https://scontent-fra5-1.xx.fbcdn.net/v/t39.30808-6/352807239_642188901273510_2511086232690954004_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=127cfc&_nc_ohc=rI7Vx_X63IIQ7kNvgGfiFGX&_nc_ht=scontent-fra5-1.xx&edm=AKIiGfEEAAAA&_nc_gid=AYorFXMorZArj_DMyZibb1x&oh=00_AYB1tWXNAVoSi4iZf0lh_r5pcCAA33_87Z2mpoMzysYkUQ&oe=66F65A42,5,0,0,7,5,1180,1497,1588
2023-06-11,"Leap in National Gin Day with this 🌺 Lily Pad 🌺 recipe from Nicolas (IG: @storyaboutcocktails)! ⬇️

🍸 1.5 oz Gin Bombay
🌿  ½ oz Chareau Aloe Liqueur
🍷 ½ oz Blanc Vermouth
🌺 ½ oz Simple Syrup
🌺 ¾ oz Fresh Lemon Juice
🌺 5 Basil Leaves
🌺 1 Dash of Absinthe
🌺 1 Drop of Saline Solution

TOTCF aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels here: https://forms.gle/PjDunJWdgnEt7QnS9

#totcf",https://scontent-fra5-2.xx.fbcdn.net/v/t39.30808-6/352957686_642189261273474_3308162758108306147_n.jpg?stp=dst-jpg_p720x720&_nc_cat=109&ccb=1-7&_nc_sid=127cfc&_nc_ohc=YT-KaTg4W_IQ7kNvgGZFpNF&_nc_ht=scontent-fra5-2.xx&edm=AKIiGfEEAAAA&_nc_gid=AYorFXMorZArj_DMyZibb1x&oh=00_AYDoID0qw-qx1vIdscJYBCI3d4nVCLWqM-yDVhDGU9eCjg&oe=66F66FE0,9,0,0,0,9,2175,2511,2511
2023-06-12,"Celebrate #PrideMonth with Chris Cabrera (IG: @chrscab)!🏳️‍🌈✨

In Chris' new feature, he highlights the historical contributions of Drag Queens and Trans individuals to the LGBTQ+ movement, while also addressing the current challenges faced by the community. With unity and action from community members, allies and the industry, we can face the current challenges and bring about lasting change.🤝

Check out his full feature, “UNAPOLOGETICALLY YOU,” here: https://bit.ly/3ClOVSu 

#totc2023heritagemonthseries #totc2023 #totc #TalesoftheCocktail2023 #totcf",https://scontent-fra5-1.xx.fbcdn.net/v/t39.30808-6/351346218_644175274408206_7709393860373566922_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=127cfc&_nc_ohc=2Iujs7nRDykQ7kNvgGoTCbv&_nc_ht=scontent-fra5-1.xx&edm=AKIiGfEEAAAA&_nc_gid=AYorFXMorZArj_DMyZibb1x&oh=00_AYD712VK29S9AdcGrUzigEEl_BmANKstMMqrK9UxU43AqA&oe=66F67692,2,0,0,0,2,1390,1682,1849
2023-06-13,"We're teaming up with Singapore Tourism Board to showcase 4️⃣ Singapore bars at Tales of the Cocktail 2023!🍹 Discover a presentation of what is possible to meet the needs of new generations and the resources of the planet today at @Fura SG!🌏

Sasha + Christina believe the population is stuck in old traditions when it comes to eating and drinking. The vision of Fura is to showcase an experience of how our diet could look in the future due to climate change, and its menu is designed around highlighting ingredients that have now become prevalent and in abundance due to our imbalance of the ecosystem.

Learn more about Fura and its presence at TOTC here: https://bit.ly/3Y3eQam

#SingaporexTales #visitsingapore #totc2023 #TalesoftheCocktail2023 #totc #totcf #stb2023 

Singapore Tourism Board | VisitSingapore | Libbey Pro | Woodford Reserve | Campari | Johnnie Walker | Pernod Ricard US",https://scontent-fra5-2.xx.fbcdn.net/v/t15.5256-10/353724510_932590274640177_1780268207213861491_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=7965db&_nc_ohc=ksP0kT4lQK8Q7kNvgE-TOeB&_nc_ht=scontent-fra5-2.xx&edm=AKIiGfEEAAAA&_nc_gid=AYorFXMorZArj_DMyZibb1x&oh=00_AYBy8nGmoF7nVZu8absP27gR6Tdd6iAmIdiPDpNm64X4nQ&oe=66F67C7B,4,0,2,5,4,386,1119,1343
2023-06-14,"Wondering if Tales of the Cocktail 2023 is for you?🤔 We could give you 9️⃣3️⃣8️⃣8️⃣7️⃣1️⃣ reasons why it is if character counts permitted — But let's stick with The Best Drink Ever's Top 1️⃣0️⃣!✨

Check out their article on the best reasons to attend this year's global cocktail conference here: https://www.thebestdrinkever.com/home/2023/5/16/top-10-tales-of-the-cocktail

#TalesoftheCocktail2023 #totc2023",https://external-fra5-1.xx.fbcdn.net/emg1/v/t13/1946670520472164085?url=http%3A%2F%2Fstatic1.squarespace.com%2Fstatic%2F57478a207da24f0db50fe06a%2F576dd993ff7c50a6aea46985%2F6463b047f678ef48d13a229e%2F1684267839686%2FScreen%2BShot%2B2023-05-16%2Bat%2B10.16.45%2BAM.png%3Fformat%3D1500w&fb_obo=1&utld=squarespace.com&ccb=13-1&stp=dst-emg0_fr_q75&ur=50234c&_nc_sid=64c8fc&oh=06_Q399g40Kzlle8Zy3gDCGaaB5IYnbeBQbux0R2HVmShU3Vk4&oe=66F26AF1,7,0,0,33,9,820,1102,1174
2023-06-15,"Who's ready for a garden party?💃 'Turnip' to the beat with the ✨ Turnip ✨ cocktail recipe by Sebastian Tollius (IG: @tollius_) at Eleven Madison Park  (IG: @elevenmadisonpark) in New York, NY! ⬇️

💚 Blanco Tequila
🍸 Bianco Vermouth
💚 Green Chartreuse
🍷 Mulled Wine
💚 Lime Sherbet

📸 @evansungnyc

TOTCF aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels here: https://forms.gle/PjDunJWdgnEt7QnS9

#totcf",https://scontent-fra5-2.xx.fbcdn.net/v/t39.30808-6/354050935_645991087559958_3000167693368930124_n.jpg?stp=dst-jpg_p720x720&_nc_cat=106&ccb=1-7&_nc_sid=127cfc&_nc_ohc=RzqjsaeaLg8Q7kNvgGoLHv5&_nc_ht=scontent-fra5-2.xx&edm=AKIiGfEEAAAA&_nc_gid=AYorFXMorZArj_DMyZibb1x&oh=00_AYDwV-cDHpIrnk1w_ACcuVSDwUNUiiwk392bCOh0eweX3g&oe=66F682D0,3,0,1,1,3,995,1312,1335
2023-06-16,"🗣 Calling our local, New Orleans-based bartenders — We want you to be part of TOTC 2023!🎉

Sign up for Tales of the Cocktail’s Bartender for Hire List! This list is used by participating brands to hire a bartender team for their event during Tales of the Cocktail.

Add your information to the Bartender for Hire List for the opportunity to work at an event here: https://bit.ly/3N5VDkH

#totc2023 #totc #TalesoftheCocktail2023",https://scontent-fra5-2.xx.fbcdn.net/v/t39.30808-6/354572327_646795124146221_4066555242615112403_n.jpg?stp=dst-jpg_p720x720&_nc_cat=106&ccb=1-7&_nc_sid=127cfc&_nc_ohc=HWpb4eVeRUkQ7kNvgGzFJ-o&_nc_ht=scontent-fra5-2.xx&edm=AKIiGfEEAAAA&_nc_gid=AYorFXMorZArj_DMyZibb1x&oh=00_AYDrUZzhioncEIPlXf1KsKFmRV2yomSfMiDtXnFum3c6yw&oe=66F67F1A,4,0,0,12,4,627,852,890
2023-06-17,"Mango-ing, mango-ing, mango-ne.😋 We just couldn't get enough of this mango-nificient 🥭 Mango Lassi 🥭 recipe from Elmer Mejicanos (IG: @elmer.mejicanos) at Causwells  (@causwells) in San Francisco, CA! ⬇️

🟡 1.5 oz @Patron Silver Tequila
🟠 .5 oz @Patron Repo
🟢 Bar Spoon of Sailor Jerry Spiced Rum
🥭 1 oz Mango Puree
🍋 .5 oz Lemon Juice
🟣 1.5 oz Yogurt Liqueur
🔵 .5 oz Simple Syrup
🟡 3 Dashes of Angostura
🥚 1 oz Egg White

✨ Glass - Colorful Lattice
✨ Build - Dry Shake Hard, Wet Shake, Double Strain
✨ Garnish - 3 Dots Each of Coloring (Dots: Blueberry, Strawberry, Pineapple, Mint)

TOTCF aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels here: https://forms.gle/PjDunJWdgnEt7QnS9

#totcf",https://scontent-fra5-2.xx.fbcdn.net/v/t39.30808-6/354425939_646795507479516_7335036582255431142_n.jpg?stp=dst-jpg_p720x720&_nc_cat=109&ccb=1-7&_nc_sid=127cfc&_nc_ohc=Ewpdzz-wNGkQ7kNvgF1xpVH&_nc_ht=scontent-fra5-2.xx&edm=AKIiGfEEAAAA&_nc_gid=AYorFXMorZArj_DMyZibb1x&oh=00_AYBdhz9uh3G8H6VQif4GX-SqJIAQWtv9LyLdA1IP47Y1vg&oe=66F66868,0,0,0,1,0,595,819,858
